appId,ml_score,sampled_language,manual_label
com.mistero.sa.android.activities,0.4274799122,pt,N
com.raon.aremotefreegalaxy,0.4257984228,pt,N
com.andromo.dev249561.app413449,0.4253876363,pt,N
com.joyhonest.sports_camera,0.4240454364,pt,N
com.mindspacetech.dealerdost,0.4205990568,pt,N
com.utilityapps.audiorecovery,0.4204164974,pt,N
com.magic.whatsapp.status.saver.download,0.4201712926,pt,N
com.thunkable.android.paulistacesar.MATHELETRIC,0.4189959584,pt,N
com.cl.wifipassword.share,0.418722588,pt,N
co.instavr.instavrgearvrutil,0.4182604065,pt,N
br.com.getit.ipb,0.4178729605,pt,N
com.bksv.fieldapp,0.4172973675,pt,N
com.google.android.apps.authenticator2,0.4172063599,pt,N
com.capitalbank.capbnkdeposit,0.4159437076,pt,N
com.testdeinfidelidad.book.AOUISEMACODLMCGYZ,0.4158718143,pt,N
com.galva.track_app,0.4147603852,pt,N
com.intelligence.flygps,0.4142112333,pt,N
cyberware.imagensdeamor,0.4129446777,pt,N
au.com.talen.weighit,0.4122968855,pt,N
com.devsoft.android.DontTouchMyPhone,0.4115048804,pt,N
com.caliatys.fieldservice,0.4112406762,pt,N
br.com.amoksys.energycalculatorsms,0.4107352628,pt,N
com.agri_info_design.AgriBusNavi,0.4102508755,pt,N
appinventor.ai_yolopix_gaming.whatsmyemail,0.4102213215,pt,N
cyberware.imagensindiretas,0.4085618579,pt,N
paesse.info,0.4071143696,pt,N
br.com.constructin.app,0.4061112625,pt,N
in.qlc.fieldsense,0.4053721936,pt,N
com.getblumeter.droid,0.4037921847,pt,N
com.hugsnhearts.girlfriends.guide.collection,0.4033907891,pt,N
org.nsf.mobileaudit,0.4031079411,pt,N
recuperar_conversas.excluidas.apagadas.recuperacion,0.4029390757,pt,N
com.eFormei.designmaster,0.4020456367,pt,N
co.com.aranda.aflsnew.onsite_981,0.4014813251,pt,N
com.photoframestore.bulletbikephotoeditorcutpastephotoeditor,0.4014813251,pt,N
com.euappdateoriginals.droidaapp2,0.4014813251,pt,N
com.cs_cirwanstudio.hackit,0.4012755388,pt,N
com.jello.instagramlocker,0.4010389386,pt,N
com.smsrobot.voicerecorder,0.6005316243,pt,Y
in.prcj.drivesync,0.5104246694,pt,Y
com.redwolf.autosync,0.4295444211,pt,Y
com.navixy.xgps.tracker,0.6258036622,ms,Y
whereareyou.tracker.tech,0.9884683004,ms,Y
com.firebreak.whatsclonemessenger,0.4700853734,ms,Y
com.whatsweb.app,0.5441258644,ms,Y
com.webkey,0.7763558274,ms,Y
com.macrovideo.v380,0.7823720427,ms,Y
com.whatztrack.log,0.5994830947,ms,Y
id.lacak.k,0.9331366495,ms,Y
com.lacak.mobile,0.8527716174,ms,Y
com.bluecube.parentalkit,0.5202409256,ms,Y
com.granita.contacticloudsync,0.531099657,ms,Y
com.idea.backup.smscontacts,0.8880556725,ms,Y
com.gawk.smsforwarder,0.8569398976,ms,Y
com.mightytext.tablet,0.9930554621,ms,Y
com.texty.sms,0.9662716927,ms,Y
com.zegoggles.smssync,0.5887866287,ms,Y
com.riteshsahu.SMSBackupRestorePro,0.6192664174,ms,Y
com.mstoic.scheduleautosync,0.6227958633,ms,Y
com.telkomsel.fpchild,0.9195668078,ms,Y
com.resilio.sync,0.4952249071,ms,Y
rsupport.AndroidViewer,0.6283059279,ms,Y
com.microsoft.rdc.android,0.40696629,ms,Y
com.dof100.kidkeyloggerremote,0.7630242944,ms,Y
akakom.dev.pencarianorang,0.6210757236,ms,Y
com.greenalp.realtimetracker2,0.8661594826,ms,Y
mg.locations.track5,0.9917034638,ms,Y
com.daniayuso.phone.locator.tracker.free,0.9990533143,ms,Y
org.mobilegpstracker.client,0.9982684462,ms,Y
com.bitguardian.parentalcontrol,0.9211813759,ms,Y
com.screentime.rc,0.9796801747,ms,Y
org.owntracks.android,0.5690435572,ms,Y
family.tracker.my,0.996043123,ms,Y
com.adilahsoft.lacakmotor,0.6283258535,ms,Y
com.mobiletrendzy.mobiletracker,0.9977218209,ms,Y
com.phonesmschat.mobilesmschat,0.9278746302,ms,Y
com.fasttrack.servergps,0.7660477244,ms,Y
com.mmguardian.childapp,0.9934596029,ms,Y
com.messagesgo.messanger,0.4819257574,ms,Y
com.kiddoware.kidsplace,0.6022858634,ms,Y
com.kidzoye.parentalcontrol,0.6114764633,ms,Y
com.whisperarts.kidsshell,0.548787162,ms,Y
kz.sirius.kidssecurity,0.9980765121,ms,Y
com.uturntechnology.KeyLoggerrKeyStroke,0.6954500374,ms,Y
com.kms.free,0.5036554237,ms,Y
com.ipphonecamera,0.4742027413,ms,Y
snapapp.trackmymobile.findmyphone,0.9787385991,ms,Y
com.trackermurah.gps,0.6233938615,ms,Y
il.co.gpstracking.gpstrackingsmscommander,0.4333287295,ms,Y
com.VirtualMaze.gpsutils,0.8422817202,ms,Y
com.phonetrackerfree.findmyfamily.gpstracker,0.824875549,ms,Y
pulvisapp.tk103_config,0.4841385635,ms,Y
com.hulahoop.android,0.4761030928,ms,Y
com.mysms.android.mirror,0.9587314451,ms,Y
com.find.lost.app.phone,0.9999999158,ms,Y
com.findmyphone.findmydevice,0.9999919356,ms,Y
com.mspy.lite,0.9942336096,ms,Y
net.cybrook.trackview,0.9755974692,ms,Y
find.my.device,0.7317014021,ms,Y
com.wondershare.famisafe,0.6637562344,ms,Y
com.wtrack_android,0.524749258,ms,Y
com.mmm.familylocator,0.9990365368,ms,Y
family.locator.find.my.friends,0.9974150393,ms,Y
app.gpsme,0.9992873161,ms,Y
com.family.gps,0.9180500025,ms,Y
net.easyjoin.pro,0.7389443071,ms,Y
com.controlchild.parentalcontrol,0.9612320884,ms,Y
com.topsoft.callrecorder,0.6108747189,ms,Y
com.callrecorderautomatic.acrcallrecording,0.9999926497,ms,Y
com.media.callrecorder,0.8609852287,ms,Y
com.amcompany.callrecords,0.9123681649,ms,Y
com.ttxapps.onesyncv2,0.6503546723,ms,Y
com.ttxapps.drivesync,0.7436602994,ms,Y
com.callrecorder.acr,0.9993844486,ms,Y
com.app.autocallrecorder,0.7537889947,ms,Y
com.thetamobile.auto.voice.recorder,0.5387846784,ms,Y
com.tool.auto.recorder_apps.callrecorder,0.999312885,ms,Y
com.sand.airmirror,0.6642708458,ms,Y
com.zoho.campaigns,0.4547819001,ms,N
com.katasakithatiuntuksuami.newellaalay.forektradinglifeinsurance,0.4584538852,ms,N
com.kataselingkuhdansetia.katakata,0.4172441436,ms,N
ro.lau.app.wifipasswords,0.4149007306,ms,N
com.sbacham.srinu.wifipasswordshow,0.5102079637,ms,N
com.droid.developer.wifi.recovery,0.5190487229,ms,N
com.pinflilloapps.wifipasswordproantihack,0.4311509812,ms,N
com.lvp.wifipassdisplay,0.5123736589,ms,N
com.unbrained.wifipassgen.app,0.4129225347,ms,N
us.studiojh.wifiear,0.4550877266,ms,N
com.doaistriuntuksuamiagarsetia.onlineforextrading,0.4013353431,ms,N
com.lsk.advancewebmail,0.4269009867,ms,N
com.sadap.kuwakuki,0.4040649369,ms,N
com.thugeemean.carasadapwapasanganpacar,0.45895663,ms,N
magicalappzone.voicetofindmyphone.findphone,0.9540285412,ms,N
com.gamma.voicerecorder,0.7807750341,ms,N
com.tadaoyamaoka.vocalpitchmonitor,0.4669304587,ms,N
com.phongphan.vibrate.calculator,0.4427901627,ms,N
free.Gps_Maps,0.4101413947,ms,N
com.andromo.dev667101.app673935,0.4190957092,ms,N
unlock_device.password.pk_apps_studio.phone_guide,0.4053247593,ms,N
com.tiqiaa.remote,0.6676708778,ms,N
com.u17od.upm,0.4252741707,ms,N
com.flashlight.lite.gps.logger,0.8119804117,ms,N
com.gridinsoft.trojanscanner,0.4983712524,ms,N
com.tracklostcellphone.findphone,0.999998306,ms,N
id.studibiblika.buku_pintar_alkitab,0.4123359881,ms,N
com.fanastudio.cara_terbaru_melacak_hp_yang_hilang,0.7595676898,ms,N
com.tabletmessenger,0.4808186065,ms,N
com.hash.ar.systemlog,0.4587881267,ms,N
com.supermodsapp.superteam,0.4006065763,ms,N
com.strava,0.474649762,ms,N
com.molehoy.stikerceweromantiswastickerapps,0.5145122326,ms,N
meramonkey.screenrecorder,0.4059993708,ms,N
com.mantraajianperangsangwanitajarakjauh.onlineforextrading,0.4093043072,ms,N
de.srlabs.snoopsnitch,0.442934707,ms,N
com.minhui.wifianalyzer,0.5148108425,ms,N
com.ulka.sms_scheduler,0.6147483392,ms,N
com.argonremote.smstemplateslite,0.6731133982,ms,N
com.ulka.sms_scheduler_trial,0.7211162828,ms,N
mn.bestsoft.scheduler,0.5503641787,ms,N
com.smsreceive,0.4315803583,ms,N
com.kkkeyboard.emoji.keyboard.theme.mBlueCloud,0.6068452379,ms,N
com.smsbackup.contactsbackuprestore,0.5611654698,ms,N
com.cozyvision.smsalert,0.6366982293,ms,N
co.april2019.sms,0.4376589749,ms,N
com.sound.voice.recording,0.6818556765,ms,N
com.adventnet.webmon.android,0.9671116279,ms,N
com.obarbo.sscalculator,0.4390858056,ms,N
com.ubicoo.shutdown,0.5516434834,ms,N
com.luckyxmobile.servermonitor,0.7519608597,ms,N
com.luutinhit.secureincomingcall,0.4202872097,ms,N
com.tttery.SchoolLifeSimulator2,0.4134657616,ms,N
com.Panduankeluarga.sakinah,0.9449546139,ms,N
com.srin.garut,0.4319486791,ms,N
us.remote.control.tv.television.toolmakers,0.4735185877,ms,N
com.angkringandigital.pks,0.4128514236,ms,N
com.modernhouse.redstone.horror.mansion,0.428498835,ms,N
com.Florahugs.filesrecover.recoveralldeletedfiles.recoverydeletedfiles,0.4716112173,ms,N
com.ttstu.secretvideorecorder,0.7449464933,ms,N
com.digitalgene.familytree,0.8011259811,ms,N
com.techsv.tamlyvochong,0.8908198973,ms,N
com.doaagardirindukanseseorang.forextradingonline,0.4202384596,ms,N
com.zepetto.PointBlank.CompanionApp,0.4056623569,ms,N
com.puisiuntukpacar.tetra,0.4325100829,ms,N
com.picoo.sms,0.4507068231,ms,N
com.fueneco.talking.photos,0.4176433259,ms,N
com.rhythm.hexise.safe.lite,0.6155164777,ms,N
com.reneph.passwordsafe,0.446288536,ms,N
com.aust.rakib.passwordmanager,0.606064995,ms,N
com.callpod.android_apps.keeper,0.7766859948,ms,N
com.nutshellinnovasion.passwordmanager,0.4332217161,ms,N
com.onetapmods.onetap.app,0.6632673749,ms,N
com.ky.next.dialer,0.5287346943,ms,N
com.mmitco.mypasswordsaver,0.5755444241,ms,N
it.andros.mypasswords,0.6205294499,ms,N
com.kaisquare.location,0.5988015291,ms,N
rpn.android.doaanak,0.4540541873,ms,N
com.nav.mobile.tracker,0.8196864657,ms,N
com.panaromicapps.calleridtracker,0.8623816221,ms,N
com.bangashfreeapps.gpsmobilenavigation,0.4461084773,ms,N
com.banana.studio.sms,0.4279159185,ms,N
com.craftblockstudio.mapsforminecraftpe,0.4740999198,ms,N
com.paijomnjsukses.katacintauntuksuami,0.4109647588,ms,N
com.peletcintadanmantrajarakjauh.onlineforextrading,0.432518777,ms,N
com.kratosle.myloc,0.7965961452,ms,N
com.homedev.locationhistory,0.9443719714,ms,N
tw.tn.ted.maps,0.5030912434,ms,N
com.katacintajarakjauhromantis.katakata,0.4157262186,ms,N
com.mitralokal.sholawat.cintarasul,0.4802106546,ms,N
com.berkahomah.dramakoreasubindo.gratis.dramakoreasubtitleindonesia,0.4584115478,ms,N
com.katakatakangenrindubuatpacardanmantan.forextrandingonlie,0.4088330745,ms,N
ewi.laguanakindonesia,0.4494285485,ms,N
com.andromo.dev212145.app400415,0.4261518368,ms,N
com.hp.salescentral,0.4014813251,ms,N
com.BaktiMedia.lacaklokasiwaviahp,0.4686645666,ms,N
com.subsidistudioapps.cara_melacak_kendaraan_yang_hilang,0.8243509249,ms,N
com.mutiaradev.cara_lacakhp_viaimei,0.6450394003,ms,N
com.Bismilah_dev.CARAMELACAKHP,0.9829324815,ms,N
com.azzahra.cara_melacak_hp_hilang,0.6114382685,ms,N
com.devthebest.cara_lacakhp_viawa,0.6654197251,ms,N
com.likeheart.carasadapwatanpaverifikasi,0.4676323473,ms,N
com.syamildev.caramenyadaphpsuami,0.4310126254,ms,N
com.manggismelon.cekdanapkh,0.543279681,ms,N
com.PRIULF.cara_cek_nomor_hp,0.4146927871,ms,N
com.hld.screenmonitor,0.5469833892,ms,N
dpm.ge.launcherhacker,0.4146965792,ms,N
com.matraex.app.hackcheck,0.42297395,ms,N
com.submit.downloadzipapplication,0.5015490063,ms,N
kupchinskii.ruslan.gpsup,0.4528762896,ms,N
com.server93.android.tracker,0.7070705291,ms,N
com.streetview.gpstools.liveearth.mapsnavigation,0.7427971474,ms,N
com.discipleskies.gpsreset,0.9489401334,ms,N
com.gonext.gpsphotolocation,0.4019424874,ms,N
com.scorpianstech.gpscamera.photolocation,0.9426012577,ms,N
com.gpsmapcamera.geotagginglocationonphoto,0.9148753851,ms,N
com.silentlexx.gpslock,0.7678601804,ms,N
com.gpsdragon.gpslocation,0.5074453989,ms,N
com.androidlab.gpsfix,0.5000972203,ms,N
com.gps.camera.photo.location.my.photo.location.app,0.9299644254,ms,N
gps.camera.timestamp.camera.date.time.stamp.photos,0.9846039751,ms,N
com.first.gpscamera,0.6764758738,ms,N
com.google.android.apps.enterprise.cpanel,0.5551387701,ms,N
com.vpnwifi.freewificode,0.5418010624,ms,N
com.ilyabogdanovich.geotracker,0.7582327826,ms,N
com.garena.android.authenticator,0.4634041558,ms,N
free.imei.check.and.network.unlocker,0.4250267098,ms,N
net.onpus.revivesyncauto,0.5810290475,ms,N
us.SmartJoy.ClapPhoneFinder,0.7407938667,ms,N
pl.logiti.imagestorage,0.4041319315,ms,N
com.tamilzorous.fslm,0.5497682471,ms,N
com.find.phone.clap.lost.phone.finder,0.999988533,ms,N
com.lazycat.findphone,0.435259697,ms,N
com.wisetechapps.whistle.find.phone,0.9691001788,ms,N
com.mat.track.lost.phone.number.location.finder,0.5437396804,ms,N
net.TriceratopsStudio.stikerbulanpuasa2019wastickerapps,0.4370625532,ms,N
com.whats.up.emptymessage,0.4021643463,ms,N
pw.social.password.maryniexx,0.4573522628,ms,N
com.sakkarepkubro.Cara_Melacak_HP_Yang_Hilang,0.5552279078,ms,N
com.saelanidevs.ceklokasihporanglain,0.5593768644,ms,N
com.andromo.dev553299.app592008,0.59515668,ms,N
cc.wizz.android.deviceinfo,0.4202204021,ms,N
ru.otdr.deviceinfo,0.4827736076,ms,N
com.puisipacarsayangku.ucifapps,0.4214970409,ms,N
com.mengubahanaknakal.rasidinnapistudio,0.4197181067,ms,N
a008.com.fc2.blog.androidkaihatu.datecamera2,0.4876658382,ms,N
info.kfsoft.datamonitor,0.4239136945,ms,N
com.percakapanbahasaarab.guruandroid,0.5389901353,ms,N
com.secureapps.clap.findphone,0.8437096464,ms,N
com.harihan.stikercewekhotdanmontok,0.411961883,ms,N
javasign.com.cekrekening,0.4040689614,ms,N
id.delta.cekimeikemenperin,0.6079208701,ms,N
com.nimrod.gigo,0.4051660709,ms,N
se.erikofsweden.erikutil,0.4954522097,ms,N
block.unwanted.call.sms,0.477715334,ms,N
com.tappx.flipnsave.battery,0.9656599215,ms,N
com.piandro.backupsms,0.8960504811,ms,N
com.myprog.arpguard,0.4606197041,ms,N
com.drweb,0.510810735,ms,N
com.mpio.movebank,0.4620437282,ms,N
com.KhumKhum.AdabSuamiIstriLengkap,0.409614082,ms,N
com.citradata_software.Cekrekening,0.5475477774,ms,N
com.Riyanstudio.Cara_cek_no_hp_orang_lain_terbaru,0.6900848595,ms,N
com.greatestwebapp.koleksikatasemangat,0.4739659951,ms,N
com.gilapps.smsshare2,0.6844071006,ms,N
com.mysms.android.sms.plugin.location,0.8732951099,ms,N
com.kidoz,0.5794949361,ms,N
com.mobile.mobile_lost.trackyourdevice,0.9999991305,ms,Y
org.kidsemail.kidsemail1,0.5494577622,ms,Y
com.mna.couplemonitornew,0.4154115684,ms,Y
com.google.android.contacts,0.5336061218,ms,Y
io.opendoors.backup,0.7291558983,ms,Y
com.fbegames.babyfree,0.4939785693,ms,Y
com.microline.zont,0.8941292292,ja,Y
com.atiw.wc,0.8608515544,ja,Y
com.wt.wtrack,0.6624299134,ja,Y
com.alienmanfc6.wheresmyandroid,0.9645488295,ja,Y
com.gmail.works.kazutoto.Minadoko,0.4046341023,ja,Y
jp.gr.java_conf.mizuiro.dokoshare,0.6499109762,ja,Y
com.webkey,0.7763558274,ja,Y
com.flashlight.lite.gps.logger,0.8119804117,ja,Y
com.devguru.eltwomon,0.4713129524,ja,Y
com.tractive.android.gps,0.8052906235,ja,Y
com.trackimo.android.tracki,0.7465541192,ja,Y
com.movile.tracker,0.6232872514,ja,Y
com.lifewaresolutions.trackkit,0.6607101633,ja,Y
com.wbread.alarm.toddlerlocktimer2,0.6168384668,ja,Y
app.cybrook.trackview,0.9755773443,ja,Y
jp.softbank.gpstracker,0.7330069108,ja,Y
com.frederic.locationsender,0.5986767319,ja,Y
com.gawk.smsforwarder,0.8569398976,ja,Y
vector.media.smsmirror.app,0.9729988745,ja,Y
com.techinnate.android.smsforwarder,0.5189195985,ja,Y
com.zegoggles.smssync,0.5887866287,ja,Y
com.riteshsahu.SMSBackupRestore,0.6470594492,ja,Y
app.seniorsafety,0.8666602366,ja,Y
com.mcafee.security.safefamily,0.9563639495,ja,Y
com.greenalp.realtimetracker2,0.8661594826,ja,Y
jp.gpstracking.netlogger,0.7159698213,ja,Y
jp.co.ntts.progoffice.cloudbp,0.5086168166,ja,Y
com.phonetrackerofficial1,0.997153699,ja,Y
mg.locations.track5,0.9917034638,ja,Y
studio.slight.timertodo,0.4900299261,ja,Y
ua.com.tim_berners.parental_control,0.9942486223,ja,Y
com.openrunner.android,0.5812654879,ja,Y
com.codetho.automaticcallrecorder,0.9478862031,ja,Y
com.symantec.familysafety,0.8509578786,ja,Y
mm.mts.track_client,0.5029035166,ja,Y
com.location.test,0.4870687221,ja,Y
com.capsa.my.family.locator,0.9995689128,ja,Y
family.tracker.my,0.996043123,ja,Y
com.wsandroid.suite,0.5345539666,ja,Y
com.Mobile.GPS.Location.Tracker.Locator.CallBlocker.Number.Phone.CallerID.Location.Routefinder,0.9864707387,ja,Y
com.mobilefence.family,0.9992685207,ja,Y
com.mmguardian.parentapp,0.9931166799,ja,Y
jp.softbank.mb.mimamorimap,0.6340356532,ja,Y
com.mobile.mobile_lost.trackyourdevice,0.9999991305,ja,Y
com.find.your.phone.app,0.9999695895,ja,Y
com.wovenobjects.locatoweb,0.6798323489,ja,Y
net.location.tracker.app,0.9983708586,ja,Y
locat.im,0.9691604031,ja,Y
com.linxup.android,0.707739431,ja,Y
com.ryunos.linkmap,0.4085319146,ja,Y
app.lifecircle,0.9462316668,ja,Y
com.life360.android.safetymapd,0.9996946545,ja,Y
jp.dgld.app.kinseigps,0.7201129976,ja,Y
com.guerrillarocket.kidsmap,0.9079024817,ja,Y
com.ootpapps.kids.zone.app.lock,0.9953765984,ja,Y
com.kiddoware.kidsplace,0.6022858634,ja,Y
com.as.keylogger,0.4432629091,ja,Y
com.tracker.ipet,0.4916329656,ja,Y
ee.topgravity.android.huntloc,0.6414587424,ja,Y
com.warden.cam,0.8974854076,ja,Y
com.trendmicro.homenetworksecurity,0.404322378,ja,Y
com.workinfield,0.4126235434,ja,Y
pulvisapp.tk103_config,0.4841385635,ja,Y
com.spacosa.android.gper.global,0.6692622302,ja,Y
com.google.android.apps.adm,0.6312904536,ja,Y
com.glympse.android.glympse,0.7677460202,ja,Y
com.crtfreegpslocationtrackersoft.crtfreegpslocationtrackerphone,0.6304190603,ja,Y
com.wonderapps.org.findphone,0.9996895937,ja,Y
com.findmyphone.findmymobile.free,0.9999999366,ja,Y
com.salville.inc.trackyourphone,0.9999768486,ja,Y
com.fsp.android.phonetracker,0.9004084752,ja,Y
org.findmykids.app,0.9788297406,ja,Y
com.isharing.isharing,0.9999845115,ja,Y
io.singulart.safe,0.9999999906,ja,Y
net.cybrook.trackview,0.9755974692,ja,Y
com.funreality.software.nativefindmyiphone.lite,0.9354301226,ja,Y
com.familywall,0.9977371644,ja,Y
io.familytime.dashboard,0.6304430648,ja,Y
com.fibercode.familytracker,0.887549143,ja,Y
com.wtrack_android,0.524749258,ja,Y
com.family.locator.familylocator.app.new.navigacijos.mb,0.9993680479,ja,Y
com.locategy.family,0.9999999838,ja,Y
com.jo.spectrum,0.9975889655,ja,Y
com.familylocator.gpstracker,0.9999997087,ja,Y
net.familo.android,0.9997328035,ja,Y
cz.vnt.dogtrace.gps,0.5975820511,ja,Y
com.zerodesktop.appdetox.dinnertimeplus,0.9403582361,ja,Y
com.mna.couplemonitornew,0.4154115684,ja,Y
net.kayisoft.familytracker,0.9977863361,ja,Y
com.jareymobile.tracker,0.5313891088,ja,Y
es.naxo.look4family,0.9994070755,ja,Y
com.eonsoft.AutoCallRecoder,0.7205197398,ja,Y
com.ttxapps.drivesync,0.7436602994,ja,Y
com.appstar.callrecorder,0.9438394458,ja,Y
com.aseantech.callrecordjapan,0.6786107506,ja,Y
com.gearandroid.phoneleashfree,0.9180835373,ja,Y
com.ichano.athome.camera,0.4548503878,ja,Y
com.analysis.wlogon,0.6370104463,ja,Y
com.falcontech.antitheft,0.9998237285,ja,Y
com.sand.airdroid,0.4949652041,ja,Y
hk.ithkservice.kidlock,0.7629230432,ja,Y
com.nttdocomo.android.ipspeccollector2,0.694756365,ja,N
com.yamareco.memo,0.7407793607,ja,N
jp.co.yamap,0.4525414693,ja,N
com.hf.findlostdevice,0.7137694781,ja,N
com.houj2.streetviewerplus,0.4995419509,ja,N
com.koebenapps.wiretapdetection,0.5153055645,ja,N
com.cl.wifipassword.share,0.418722588,ja,N
jp.gr.java_conf.indoorcorgi.witpt,0.4330250333,ja,N
com.whereamimapsend,0.6327204299,ja,N
com.niros.isteppedinshit,0.6659672134,ja,N
me.webalert,0.419152026,ja,N
appinventor.ai_agiapplications.CountYourSteps,0.4231922703,ja,N
free.Gps_Maps,0.4101413947,ja,N
com.mynew.unlog,0.5392207906,ja,N
com.apps_sols.unlock_old.techniques_guide,0.5186231958,ja,N
com.gridinsoft.trojanscanner,0.4983712524,ja,N
com.bizlog.triplog,0.5763600292,ja,N
com.tradersync,0.4599546925,ja,N
de.doegel.trackingdog,0.4641542665,ja,N
mn.btgt.tracker2,0.4098525749,ja,N
com.neocor6.android.tmt,0.9595757427,ja,N
com.tracklostcellphone.findphone,0.999998306,ja,N
works.jubilee.timetree,0.6574745064,ja,N
com.rauscha.apps.timesheet,0.4727386917,ja,N
com.tabletmessenger,0.4808186065,ja,N
com.granita.caldavsync,0.4116912896,ja,N
lc.st.free,0.7537685954,ja,N
com.kashmir3d.superdem,0.8570607009,ja,N
com.stsa.info.androidtracker,0.5464984166,ja,N
com.revesoft.mobiledialer.sydney_call.spy_tel,0.423345259,ja,N
app.nerv,0.4978557797,ja,N
de.srlabs.snoopsnitch,0.442934707,ja,N
com.smsreceive,0.4315803583,ja,N
com.texty.sms,0.9662716927,ja,N
com.nttdocomo.android.chkapl,0.6066389753,ja,N
com.adventnet.webmon.android,0.9671116279,ja,N
jp.sisyou.kumikashi.mpassmgr,0.4337186471,ja,N
com.codingfeline.sincetimer,0.4137564091,ja,N
com.AlignmentSharp.Pursuit,0.4594606056,ja,N
jp.softbank.mb.addressbooksync,0.4317159089,ja,N
com.datos.sexlifetracker,0.4044946323,ja,N
net.cupla.sendmylocation,0.6242636373,ja,N
com.estmob.android.sendanywhere,0.5707059318,ja,N
com.zivvidas.SavePlanIT,0.8018819957,ja,N
com.santaclausapps.santatracker,0.4837055209,ja,N
com.wbunker.safy,0.604370308,ja,N
jp.co.machicomi,0.6771499505,ja,N
com.digitalgene.familytree,0.8011259811,ja,N
jp.co.ntts.progoffice.enterprise,0.4843764167,ja,N
com.picoo.sms,0.4507068231,ja,N
com.phonenumbertracker.location.mobile.call.locator.callerid,0.8027205965,ja,N
v.d.d.answercall,0.4995831302,ja,N
com.reneph.passwordsafe,0.446288536,ja,N
com.trendmicro.directpass.phone.jp,0.5723279917,ja,N
com.safeincloud,0.4565356683,ja,N
com.paaya.lost.found.find.missing.things.help,0.6273105028,ja,N
net.android.wzdworks.magicday,0.4822223868,ja,N
jp.co.netvision.NVMms,0.5575577685,ja,N
me.bakumon.moneykeeper,0.4399260345,ja,N
com.navitime.local.navitime,0.4021611537,ja,N
jp.gacool.map,0.5001829847,ja,N
com.skcomms.android.mail,0.4508651761,ja,N
yash.naplarmuno,0.798280916,ja,N
com.m2catalyst.signaltracker,0.4036221974,ja,N
com.appmaker.userlocation,0.6239293009,ja,N
com.dailytenminutes.prayertracking,0.4962540682,ja,N
jp.co.fuller.trimtab_android,0.6322325119,ja,N
com.genewarrior.sunlocator.moon,0.4489206205,ja,N
arproductions.andrew.moodlog,0.4984824096,ja,N
hk.hkiec.moneytracker,0.4805360514,ja,N
com.realbyteapps.moneya,0.5076573149,ja,N
com.gembuk.spendless,0.4495801653,ja,N
jp.co.reudo.android.ksync.ksyncmailviewer,0.4754105937,ja,N
com.mirairoid,0.5277832635,ja,N
com.driversnote.driversnote,0.4510096729,ja,N
com.gai.GPS.map.navigation,0.6869254863,ja,N
jp.co.technoport.android.mailcheckplus,0.5269852418,ja,N
com.ratoc.rexseek2,0.5395218226,ja,N
thermcam.georg.locationhistoryviewer,0.4669509952,ja,N
com.idans.locationfaker,0.4459492216,ja,N
jp.co.sakabou.paintimer,0.7632243544,ja,N
net.furuapp.koshien,0.4168383391,ja,N
com.jooto.app,0.4061528534,ja,N
fr.free.julienGley.iTagAlarm,0.4133221932,ja,N
com.antilost.app3,0.5603115688,ja,N
com.nasaih.dinia.islamia.nabawia.maroch,0.4897911698,ja,N
com.innwaytech.innway,0.6804020074,ja,N
com.encontrar.celular,0.8435769008,ja,N
com.maps.voice.navigation.traffic.gps.location.route.driving.directions,0.4333124029,ja,N
tw.com.hztc.gps,0.5457169562,ja,N
com.slatvinskiy.gpstrackerorganiser,0.6431214599,ja,N
com.VirtualMaze.gpsutils,0.8422817202,ja,N
com.bricatta.GPSTetherServerPlus,0.9366016315,ja,N
com.bricatta.GPSTetherServer_FE,0.9069869005,ja,N
com.Kidshandprint.gpspostosms,0.4927713832,ja,N
com.raisingapps.gpsroutefind.tracklocation.nearplaces,0.576998051,ja,N
com.ex.jo.jogpstracking,0.8004297678,ja,N
com.androidlab.gpsfix,0.5000972203,ja,N
com.gps.camera.photo.location.my.photo.location.app,0.9299644254,ja,N
com.google.android.apps.enterprise.cpanel,0.5551387701,ja,N
com.fraudmagazine.acfe,0.407732136,ja,N
jp.co.pocke.android.babylonia,0.8938781936,ja,N
net.onpus.revivesyncauto,0.5810290475,ja,N
hi.HighMasters.ClapFinder,0.7582988157,ja,N
com.find.phone.clap.lost.phone.finder,0.999988533,ja,N
find.my.phone.by.clapping,0.9673017917,ja,N
com.lazycat.findphone,0.435259697,ja,N
com.wisetechapps.whistle.find.phone,0.9691001788,ja,N
com.antech.find_my_phone_whistle_gps_navigation,0.8096318932,ja,N
com.find.my.phone.clap.whistle.detect,0.9999982663,ja,N
com.mat.track.lost.phone.number.location.finder,0.5437396804,ja,N
jp.gr.java_conf.aho.cureflu,0.4852874631,ja,N
jp.n_a_d.famdays,0.9598002746,ja,N
in.mewho.meWhoLite,0.6061873642,ja,N
com.duckduckduck39.jun.lifeevent,0.6457613921,ja,N
com.familyfinancetracker.application,0.6899643415,ja,N
com.lexa.fakegps,0.5618338195,ja,N
com.fsecure.sense,0.4113813537,ja,N
com.material.management,0.4545524497,ja,N
com.woodses.denma,0.4503350584,ja,N
jp.softbank.mb.datamigration,0.4042606506,ja,N
com.aarondevelops.donttrackme,0.5707534874,ja,N
com.secureapps.antitheft,0.9993950839,ja,N
