appid,title,ml_score,sampled_language,manual_label
org.smapps.find,5 Differences Online,0.1544213977,hi,N
samsung.galaxy.s6.edge.launcher.s6.edge.theme.free,S6 Launcher and S6 edge theme,0.1937440509,hi,N
sixpack.absworkout.abexercises.abs,Six Pack Abs Workout,0.03638563579,hi,N
st.samsung.galaxy.alpha.samsungalpha.theme.wallpapers,Theme for Samsung Galaxy A02s / Samsung A02s,0.1811204339,hi,N
st.samsung.galaxy.zero.samsungzero.theme.wallpapers,Theme for Samsung A12 / Samsung A12 Wallpapers,0.1629249479,hi,N
an.Divisors,数の約数,0.2463974455,ja,N
and.dinlygo.tripletile3d,Triple Tile 3D - Match Master & Tile Connect,0.009877905161,ja,N
bass.ultra.booster.free,低音ブースターイコライザー - ブルートゥース＆ヘッドフォン,0.1085917937,ja,N
clean.deviz.phone.booste.clean.best.clean.ever,"file explorer 32gb memory card file manager, clean",0.04341097105,ja,N
com.audio.emergencybutton,Among Us Emergency Button,0.3663588178,ja,N
com.audirvana.aremote,Audirvāna Remote,0.2371360835,ja,N
com.bbgame.marietravel.gp,マリーの旅行：隠されたアイテム,0.1793283852,ja,N
com.bluray.android.mymovies,My Movies by Blu-ray.com,0.08269674395,ja,N
com.breyman.fornightneber,Four Nights at Neighbor Simulator,0.2028224087,ja,N
com.bymirza.net.dtcfix,DtcFix - Wifi/Bluetooth Araç Arıza Tespit ve Silme,0.1503144939,ja,N
com.chownow.juniperhillnj,Juniper Hill NJ,0.1891299626,ja,N
com.cleanermaster.booster,"Clean Booster-Speed,Battery",0.3202587158,ja,N
com.cs.laren720,ラレン720 Sクーペスーパーカー：スピードドリフター,0.00439146795,ja,N
com.curande.peepreader.line,きどくつけずに読むアプリ あんりーど 既読回避アプリ,0.08321238276,ja,N
com.cyworld.camera,Cymera Camera - 写真＆ビューティーエディタ,0.007980146059,ja,N
com.enax.zombieevilkill3,Zombie Evil Kill 3 - Dead City,0.3702570131,ja,N
com.fastgame.m5,M5 Drift And Race,0.3368687277,ja,N
com.fiio.music,FiiO Music,0.07821883817,ja,N
com.firsttouchgames.pool,8 Ball Hero,0.01709109604,ja,N
com.genelec.auralid,Genelec Aural ID,0.3943591894,ja,N
com.gkapps.radio.nineties.pro,90年代音楽ラジオプロ,0.228096581,ja,N
com.hiyahtv,Hi-YAH!,0.1042337561,ja,N
com.hunt.royale,ハント・ロワイアル：エピックPvPバトル,0.09522286037,ja,N
com.infiray.outdoor.wifiapp,InfiRayOutdoor,0.3899973714,ja,N
com.ixl.ixlmath,IXL,0.005611165559,ja,N
com.merriamwebster,Dictionary - Merriam-Webster,0.02545531135,ja,N
com.mingming.chineseclassicalmusic,Chinese traditional music compilation,0.01833245208,ja,N
com.motorolainsiders.global,Motorola Insiders,0.2717604288,ja,N
com.nag.family.pet.cat.simulator,Pet Cat Simulator Cat Games,0.03096187969,ja,N
com.odesk.calculator,Pipefitter Tools,0.05466713405,ja,N
com.pleco.chinesesystem,Pleco Chinese Dictionary,0.005141896916,ja,N
com.psn5mobilescreenpro,Psn 5 pro mobile screen 4k,0.3346207526,ja,N
com.rd.tengfei.bdnotification,RDFit,0.04309955745,ja,N
com.Roy.Peach,Princess Peach,0.1945184533,ja,N
com.rugby.swiperugby,Touchdown Glory 2022,0.275643921,ja,N
com.saanvischool.saanvi_home_schooling,Saanvi School - Homeschooling,0.3329979868,ja,N
com.shepherdapp.acdc1,ACDC 30 Favourite Songs Offline,0.361763193,ja,N
com.shiva.thegreat.k9McqAllSubjectsNcertBihar,Class 9 All Subjects MCQ NCERT | Bihar Offline,0.1380352617,ja,N
com.smartwork.allshoplite,All Shop Lite : All In One App,0.002196859065,ja,N
com.stickman.destruction.annihilation3,Stickman Destruction 3 Epic,0.00398535387,ja,N
com.taskbd.taskbduserapp,TASK BD,0.3674035467,ja,N
com.vascof.GSwitch3,G-Switch 3,0.1413778842,ja,N
com.yujianand.hk,馭劍江湖,0.333331053,ja,N
eightball.pool.live.eightballpool.billiards,8 Ball Live - Billiards Games,0.0001987672014,ja,N
ninja.huawei.p20.lite.pro.mate.rs.y7.y9.porsche.wallpaper.theme.launcher,Theme for Huawei P20 Lite,0.1761207821,ja,N
tjsapps.ac.tools.bmw,OBD2 AC Tools for BMW,0.3464187754,ja,N
vo.threes.exclaim,Threes!,0.04366812609,ja,N
volume.super.loud.sound.booster,super loud Volume Booster high sound Booster,0.005576702011,ja,N
wallpapers.nubia.redmagic.redmagic6.launcher.wallpaper.theme,ZTE Nubia Red Magic 6 Wallpapers / Launcher,0.06082671221,ja,N
yesthemes.LG.Q9.lgq9.v30.v40.twenty.LGv40.android.launcher.theme,Theme for LG Q9,0.2067360213,ja,N
air.kukulive.mailnow,InstAddr - Alamat Email Instan,0.3393245113,ms,N
com.adabsuamiistridalamislam.kumpulandoahaditsdankisahislami.kumpulandoahaditsdevapp.lawfirmmesothelioma,Adab Suami Istri Dalam Islam,0.2310767313,ms,N
com.AnimeCoupleDrawingIdeas.CCStudio,Cute Anime Couple Drawing Idea,0.2398099752,ms,N
com.antik.rinduibu,Rindu Ibu Aishwa Nahla Offline,0.3344694126,ms,N
com.app.recover.deleted.messages.messagerecovery.restoredeletedmessages,Pulihkan Mesej yang Dihapus 2020 Pemulihan Mesej,0.04611087205,ms,N
com.arisdevind.xrayaddonmod.textureshaderaddonmcpe,X-ray mod addon for minecraft,0.2365105858,ms,N
com.artostolab.voicedialer,Panggilan Suara,0.05380662179,ms,N
com.asynchrony.emerson.sensi,Sensi,0.1946156132,ms,N
com.bikinibottom_mcpe.spongebob_mod_mcpe,Mod Bikini Bottom for MCPE,0.2894110433,ms,N
com.cg.CelebUBrawl,Celeb U Brawl,0.2966681674,ms,N
com.cgutman.androidremotedebugger,Remote ADB Shell,0.1096217472,ms,N
com.couplehd.wallpaper,Wallpaper pasangan,0.1252641896,ms,N
com.criptext.mail,Criptext Secure Email,0.1060419613,ms,N
com.cupidmedia.wrapper.malaysiancupid,MalaysianCupid - App Dating Malaysia,0.07806265987,ms,N
com.dageek.socialtoolbox_android,Toolkit for Instagram - Gbox,0.1443648582,ms,N
com.ehk.bosslife3d,Boss Life 3D,0.1616680901,ms,N
com.enokwarkini.cara_cek_lokasi_nomor_hp_orang_lain_lengkap_2021,Cek Lokasi Nomor HP Orang Lain,0.3561319159,ms,N
com.fls.pregnant.mommy.games,hamil ibu simulator baru lahir kehamilan permainan,0.0004875467313,ms,N
com.fluffycat.gtathreekeyboard.demo,Cheats Keyboard Demo for III,0.1444983801,ms,N
com.gangstercheat.sanandreas,GTE Criminal Cheats,0.1182102584,ms,N
com.gta.grandtheftauto.cheats.five,Grand Gangster Cheats,0.3821411829,ms,N
com.holoteq.moodgo,MOOD™ go video calls and chat,0.1251367679,ms,N
com.ikanasinproduction.cintadicitampi,Cerita Citampi: Love Life RPG,0.2084664923,ms,N
com.kentuckyrmt.screentalkremotemobile,Screen Talk-Remote Mobile Screen Sharing,0.1756049078,ms,N
com.kimco.learn.english.listening,Listen English Daily Practice,0.319779518,ms,N
com.lcgdi.dadudidosports,DaDuDiDo Sports,0.2908087688,ms,N
com.mail.outlook.hotmail.email,Email for Outlook,0.08061337375,ms,N
com.merpati.carabuka_blokirwa,Cara Buka WA Yang Diblokir,0.3849029023,ms,N
com.red.business,My Success Story: Business Game & Life Simulator,0.006428536294,ms,N
com.rocketmods.bikini.bottom.spongebob.map,Bikini Bottom Minecraft,0.2870340911,ms,N
com.sector7.car.parking.master.street.driver,Super Gila Mobil Parkir 3d sim,0.0001719576065,ms,N
com.speed.dating.race,Bestie Wars,0.06586269795,ms,N
com.starring.zgirls5,Zgirls3,0.181787462,ms,N
com.theparkingspot.tpscustomer,The Parking Spot,0.2196585878,ms,N
com.verizon.contenttransfer,Content Transfer,0.2990910892,ms,N
com.virtru.email,Virtru Email Protection,0.2559114149,ms,N
digitalart.co.id.kodekerassenja,Kode Keras Cowok untuk Senja - Visual Novel Games,0.1261829756,ms,N
dstoo.pw.recovery,A Password - Recovery Tool,0.3962314314,ms,N
free.Gps_Maps,Peta GPS - Fungsi Live Penuh,0.2080817713,ms,N
io.kodular.wilmerforero9.MinecraftPE,Security Be Craft Mod For Minecraft PE,0.3080049627,ms,N
jon.brown4,Recent Call Log,0.3340084026,ms,N
mobi.infolife.gamebooster,Game Booster & Launcher,0.02185358312,ms,N
mohammad.adib.blankkeyboard,Blank Keyboard,0.2247249854,ms,N
mw.whatsme,WhatsMe,0.1636940148,ms,N
net.daum.android.mail,다음 메일 - Daum Mail,0.1922832302,ms,N
net.isitlove.cartercorp.daryl,Is It Love? Daryl – boyfriend,0.01246201747,ms,N
org.kman.AquaMail,"Email Aqua Mail - Fast, Secure",0.02357815869,ms,N
ru.andr7e.deviceinfohw,Device Info HW,0.02750492964,ms,N
sss.whatswebplus,Whats Web Pro,0.1582649064,ms,N
ws.coverme.im,CoverMe - Second Phone Number,0.05381156595,ms,N
burninrubber5xs.apcsg,burnin-rubber-5-xs,0.05131299582,ru,N
com.all_socialmedia_and_networks_allinone_app.allsocialbrowser,Все социальные сети,0.0009437820931,ru,N
com.animedressupgames.chibi,Чиби Мейкер: Создай Свою Куклу,0.005942919989,ru,N
com.ArtInGames.AirAttack2f,AirAttack 2 - WW2 Airplanes Shooter,0.1069808412,ru,N
com.autel.maxiap200.ht200,HT200,0.3886823013,ru,N
com.babilgames.androidstrike,Strike of Nations - Alliance World War Strategy,0.02433560384,ru,N
com.battlab.tennis,Battle Table Tennis,0.1775264278,ru,N
com.bgpworks.boxhero,Inventory Management - BoxHero,0.06224245544,ru,N
com.bs2.cima,BS2 GO!,0.2303499918,ru,N
com.casualino.bgbelot,Belot.BG: Играйте в белот,0.0002079877763,ru,N
com.coloring.lwapps,Happy Canvas игра-раскраска,0.0003718790194,ru,N
com.dynadot.search,Dynadot – Domain Search and Management,0.01494080337,ru,N
com.epsilon.addition,Math: Long Addition,0.3289183038,ru,N
com.gamesys.ballycasino,Bally Casino: Slots & Casino,0.005268004716,ru,N
com.hotheadgames.google.free.valor,Соперники на войне,0.1111345449,ru,N
com.i6.policevsrobbers2,Police Vs Robbers 2,0.006571404663,ru,N
com.imageline.ILRemote,Image-Line Remote,0.381510701,ru,N
com.jakubtomana.hypercon.minecraft,RCON Client for Minecraft,0.3830914251,ru,N
com.jampro.RiverFlowsInYou__,River Flows In You Hop World,0.1626891482,ru,N
com.kaspersky.qrscanner,QR Scanner: бесплатный сканер,0.2766237448,ru,N
com.keyconnect.android,KeyConnect Digital Car Key,0.07595289135,ru,N
com.mallocprivacy.antistalkerfree,Antistalker,0.1006632748,ru,N
com.mapmyride.android2,MapMyRide: велоезда с GPS,0.06479794638,ru,N
com.mcu.JFL,WD-MOB V2,0.3653167777,ru,N
com.microsoft.math,Microsoft Math Solver,0.04287055878,ru,N
com.paytronix.client.android.app.fiftyfourthstreet,54th Street,0.09315900056,ru,N
com.penzasoft.codeviewer,Code Viewer,0.3367312965,ru,N
com.pronocontest.pc,PronoContest - Конкурсы спортивных прогнозов,0.338260783,ru,N
com.radefffactory.apptiles,App Tiles - Launch Apps Faster,0.05278538874,ru,N
com.ram.companion,RAM Toolbox,0.1733054835,ru,N
com.slots.classicvegas,Classic Vegas: Real Slot Games,0.001176034551,ru,N
com.syf.mysynchrony,MySynchrony,0.03752402556,ru,N
com.tis.gplx,Tra cứu giấy phép lái xe,0.262326872,ru,N
com.tobiapps.android_100fl,100 Floors - Can you escape?,0.0551367642,ru,N
com.tomtom.Sports,TomTom Sports,0.02151327802,ru,N
com.wighthat.MetricConversion,Конвертер - бесплатное приложение,0.09306788503,ru,N
com.workday.workdroidapp,Workday,0.3235952614,ru,N
com.workwhilejobs.app,WorkWhile,0.3456085645,ru,N
com.wtvc.android.weather,WTVC Storm Track 9,0.3811252857,ru,N
com.zxhd.qdfit,Qd Fit,0.3083071166,ru,N
de.antenne.android,ANTENNE BAYERN,0.003022984792,ru,N
god.bhjans.ram,श्री राम भजन-Lord Rama Songs,0.3528652466,ru,N
hd.video.player.videoplayer,"All Video Downloader - MP4 Video Downloader, V",0.01179384274,ru,N
mobile.fourkites.com.carrierLink,FourKites CarrierLink-The Ultimate Trucker Toolkit,0.1966080644,ru,N
net.meshok.auction,Мешок - интернет аукцион,0.1950898164,ru,N
ro.opentransport.cityradar,cityradar - public transport,0.2662723601,ru,N
ru.thomasmuenz.android,"Thomas Münz: обувь, сумки",0.2728743758,ru,N
shree.anirudhacharyaji.shreeanirudhacharyaji,Shri Aniruddhacharya Ji Official,0.3610933436,ru,N
tv.alphablocks.numberblocksworld,Numberblocks World,0.002503047625,ru,N
voice.gpsnavigation.gpsnavigationthattalks,"GPS-навигация, что переговоры",0.2572519624,ru,N
an.password.locker,Password Saver - Easy & Secure,0.1711739507,th,N
audio.equalizer.volume.booster,เพิ่มระดับเสียง - ลำโพงเสียงที่ดังเป็นพิเศษ,0.002488995322,th,N
br.com.loft,Loft imóveis e apartamentos,0.1052937409,th,N
br.com.owli,Owli,0.3450739532,th,N
casino.games.slot.machines.free,Slots: Casino & slot games,0.03886058781,th,N
com.agileapps.screenmirrortvpc,Screen Mirroring with TV/PC Mobile Screen to TV/PC,0.0001896920891,th,N
com.bibliocommons.sdcl,SDCL,0.2779617089,th,N
com.boxed.prod,Boxed Wholesale,0.2294816361,th,N
com.bt.mdd,Axis 360,0.2060338412,th,N
com.capitalservices.fn,Legacy First National Bank,0.3375713146,th,N
com.cellit.cellitnews.wtov,WTOV9,0.1848651984,th,N
com.E.L.I.lab.dev3939.andapps054,The Best 80's Hits,0.1131990529,th,N
com.enflick.android.tn2ndLine,2ndLine - Second Phone Number,0.03921616691,th,N
com.happydee.eightrich,8RichD,0.3368687277,th,N
com.hiddenircamdetect.newircdapp,Hidden IR Camera Detector & spy cam finder,0.0005356743708,th,N
com.hycoinc.spy.hidden.camer.detection,Hidden & Spy Camera Detector,0.04420420493,th,N
com.idealmatch.idma,iris - Dating & Relationships,0.01626386388,th,N
com.innohub.thaiconsular,Thai Consular,0.3167102705,th,N
com.katans.EasyMessage,Easy Message: text without saving the phone number,0.1034875651,th,N
com.lastpass.authenticator,LastPass Authenticator,0.3361195345,th,N
com.lsdxdApp.camera_detector,Hidden Camera Detector & Spy Camera Finder,0.3467707048,th,N
com.marriott.mrt,Marriott Bonvoy,0.1403991347,th,N
com.messages.chat,"Smart Messages SMS, MMS, RCS",0.002340315654,th,N
com.mobile.number.locator.phone.caller.location,Locator หมายเลขโทรศัพท์มือถือ,0.2064314002,th,N
com.moez.QKSMS,QKSMS,0.08113025073,th,N
com.musicnetwork.therockcorner,Music Rock,0.1156786948,th,N
com.netgear.bms,Bitdefender for NETGEAR Armor,0.08211142954,th,Y
com.nordpass.android.app.password.manager,NordPass® Password Manager,0.1592833576,th,N
com.openphone,OpenPhone: Second Phone Number,0.0608610739,th,N
com.pinpinteam.rockcrawling,Rock Crawling,0.3765998167,th,N
com.pmsp.sp156,SP156,0.1532498325,th,N
com.Pygraphics.Kjos.IPS2,Kjos IPS,0.09129471456,th,N
com.rimal.fplusemultipleaccountsforfacebook,fPlus: ใช้งานหลายบัญชีสำหรับ Facebook,0.1006634358,th,N
com.rucksack.adblock.anti_tracking,"NoTrack - Anti tracking, privacy, data protection",0.1736401112,th,N
com.sagosago.ConstructionWinter.googleplay.free,Sago Mini รถบรรทุกและรถขุดเทศกาลฮอลิเดย์,0.1192021452,th,N
com.spark.com.silversingles.app,SilverSingles – Dating Over 50 for Local Singles,0.009311085313,th,N
com.techappworld.spycameradetector.hidcameradetecter,Hidden camera detector: spy camera detector 2021,0.01294254556,th,N
com.textfun.text.free.call,TextApp:Texting & WiFi Calling,0.07358251418,th,N
com.transloc.microtransit,TransLoc,0.1379820584,th,N
com.underscore.computerhackersimulator,Computer Hacker Simulator,0.1009065119,th,N
com.vyke.vtl,Vyke: Second Phone Number/2nd Line – Call & Text,0.0203928688,th,N
com.xforce.v5.xdvpro,XDV PRO,0.316854777,th,Y
com.xhorse.assembly,Xhorse,0.384532891,th,N
com.zqgames.richercasino,RicherCasino-เช่น ป๊อกเด้ง เก้าเก เกมสล็อตมากมาย,0.0122984939,th,N
jp.co.pline.android.ctrlkeyboard,Keyboard with Ctrl key,0.2845589427,th,N
mehrtech.samsung.galaxy.a01core.theme.wallpaper.launcher,Theme for Galaxy A01 Core,0.04450435604,th,N
org.faked.isms2droid,iSMS2droid - iPhone SMS Import,0.3447956866,th,N
scott.wemessage,weMessage,0.1218933329,th,N
sunrise.samsung.A7.A8.A9.A10.a72018.wallpaperA7.a7wall.launcher.theme,Theme for Galaxy A9 2018 / Galaxy A7 2018,0.2097763433,th,N
x.free.unlimited.global.call,XCall - Global Phone Call App,0.05766960198,th,N
cleaner.antivirus,"Antivirüs - Temizleyici,  VPN",0.2565436829,tr,N
com.aggames.m4new,M4 Sürüş ve Yarış,0.148140954,tr,N
com.alwaysvolumebutton,Her zaman görünür ses düğmesi,0.08059607676,tr,N
com.americanwomansview.cheatingwifeapp,Cheating Wife App,0.2608866012,tr,N
com.ang.onthigplx,Ôn Thi GPLX 600 Câu - OTOMOTO,0.04421203681,tr,N
com.aol.mobile.aolapp,"AOL - News, Mail & Video",0.3362160683,tr,N
com.applay.glabels,eLabels - manage email labels,0.2688151774,tr,N
com.arkanstudio.keytrackernew,Keylogger Remote,0.1796779482,tr,Y
com.artifexmundi.agentwalker.gp.free,Agent Walker: Secret Journey,0.009262716085,tr,N
com.blockot.medal.of.ww2.action.shooting.game,Call of Modern World War: FPS Shooting Games,0.02232349078,tr,N
com.chating.messages.chat.fun,Messages,0.07693152584,tr,N
com.cornago.stefano.lapse,Lapse: A Forgotten Future,0.04305004784,tr,N
com.cutestudio.pdf.camera.scanner,PDF Scanner - Camera Scanner to PDF,0.1391074697,tr,N
com.dunkapps.mobile.gpsnavigation,Cep Numarası konumu GPS,0.02683922511,tr,N
com.emulstick.emulkeyboard,Emulation Keyboard and Mouse,0.3594773544,tr,N
com.fas.ez.recover.deleted.messages,"Silinen Mesajı Kurtar, Arama",0.3121793466,tr,N
com.film.ultra,Film Ultra,0.003424583286,tr,N
com.funpop.android_vampire2,Vampire Love 2–Secret Suspect for Vampire Girl,0.01812809743,tr,N
com.goethetest,Goethe Prep - Practice A1 A2 B1 B2 Deutsch lernen,0.2241780893,tr,N
com.google.android.projection.gearhead.phonescreen,Android Auto for phone screens,0.02427659099,tr,N
com.gu.us.president.counter.terrorist.hijack.rescue,Agent Spy Gun Shooting Games,0.001282724146,tr,N
com.html.htmlviewer,HTML Viewer,0.04323066136,tr,N
com.kockalab.romantikaskmesajlari,Romantik Aşk Mesajları,0.3316186689,tr,N
com.m360connect.usaf,USAF Connect,0.3659372781,tr,N
com.mina.gasoos,ElGasoos,0.1960368823,tr,N
com.mobile.number.locator.caller.location.apps.quality.creator,mobil numara izci -mobil numara bulucu,0.1003847359,tr,N
com.myhomescreen.sms,Messenger Home - SMS Launcher,0.02075197339,tr,N
com.myracode.unseenreader,Görünmeden Mesaj Okuyucu,0.221045659,tr,N
com.netysta.how_to_draw_hearts,Adım adım sevimli kalpler nasıl çizilir,0.2238605028,tr,N
com.numankaraaslan.pdfsearch,PDFSearch,0.1387563478,tr,N
com.osfunapps.mobilemouse,Mobile Mouse - NOW FREE,0.1767577355,tr,N
com.peugeot.scanmypeugeotapp,Scan MyPeugeot App,0.1516871443,tr,N
com.phone.number.tracker.mobile.location.finder.free,Mobil Numara Bulucu -Telefon Numarası Konumunu Bul,0.05179577118,tr,N
com.policemegajobs,Büyük Türk Polis Operasyonları,0.1784773499,tr,N
com.setting.saro.acco,Account Settings for Facebook,0.1244387716,tr,N
com.shatelland.namava.mobile,نماوا,0.1115285845,tr,N
com.smscolorful.formessenger.messages,Messenger Color - SMS,0.1914696305,tr,N
com.tabtale.spa.daddy,Baba ile Çılgın Spa Günü,0.03371399447,tr,N
com.ttnet.tivibucep,Tivibu GO,0.01602437426,tr,N
com.ufukali.trafik,Trafik Ceza Rehberi 2022,0.105441517,tr,N
com.vidangel,VidAngel,0.1346197792,tr,N
com.wappsstudio.findmycar,Fixy - Arabamı bul,0.03671810921,tr,N
com.whisperarts.kidsshell,Kid's Shell - çocuk başlatıcısı - ebeveyn kontrolü,0.2693141276,tr,Y
com.write.sms.by.voice.write.voicemessage.voicesms.text.sms,Sesli SMS Yaz: Sesli Mesaj Yaz sesli SMS,0.003248896322,tr,N
com.zakhrafa.caldiamonds,Diamond Converter for FreeFire Guide,0.1221934737,tr,N
fast.safe.guard.vpn,Clean Guard Temizleyici,0.1558264855,tr,N
hr.colorfullday.volumecontrolstylecustomvolumecontrolpanel,Volume Control Style - Custom Volume Control Panel,0.07896574142,tr,N
tv.polbox.android,PolBox.TV,0.1430062675,tr,N
us.msi50.ClapToLockPhone,Alkışla ve telefonu kilitle,0.388608558,tr,N
viticly.intrudersfinder,Beni kimin gözetlediğini WTMP,0.3702401192,tr,N
allvideodownloader.raiwind.downloadvideos.snapvideotube,All HD Video Downloader,0.03289774387,vi,N
bi.galaxy.grand.prime.plus.j7.c6.note7.wallpaper.theme.launcher,Theme for Galaxy Grand Prime Plus,0.2349778351,vi,N
co.startmobile.oshasafety,OSHA Safety - Laws and Regulations 1910 1926 1904,0.387257093,vi,N
co.vulcanlabs.lgremote,Smart TV Remote: Smart ThinQ,0.009153670466,vi,N
com.af247,AF247 - Advance Financial 24/7,0.1364799454,vi,N
com.alpinawatches.alpinerx,Alpina Smartwatch,0.1332365996,vi,N
com.amanotes.pamayogamemagicdot,Magic Dot - Dancing Line,0.03513429895,vi,N
com.arkhamstudio.dassaultair,Dassault Air Flight,0.3608751749,vi,N
com.borna.tapethrower,Tape Thrower - Stickers Gun,0.2335964291,vi,N
com.callpod.android_apps.keeper,Keeper Password Manager,0.3947482999,vi,N
com.discipleskies.aaafindmycar,Tìm xe của tôi - Điều hướng GPS,0.1273535254,vi,N
com.doapps.android.mln.MLN_c0fddd289b98a85ca53e9a912581ad71,KING 5 News for Seattle/Tacoma,0.03955262261,vi,N
com.facebook.study,Study from Facebook,0.0009949018644,vi,N
com.familiya.virtual.pregnant.mother.simulator,Virtual Pregnant Mom: Mother Simulator Family Life,0.1130896771,vi,N
com.fi7196.godough,FNC.Bank Mobile,0.3373800141,vi,N
com.hiegames.countingnumbersforkidsfree,1 to 500 number counting game,0.001145682142,vi,N
com.himumsaiddad.armyfit,100% Army Fit - Strength & Running Workout Tracker,0.1518989325,vi,N
com.hth.onet,Onet Connect,0.07977236058,vi,N
com.ihealthlabs.MyVitalsPro,iHealth MyVitals Pro,0.119210647,vi,N
com.innovativeTech.samsung.galaxy.m11.theme.launcher.android.wallpaper,Galaxy M11 | Theme for Samsung galaxy m11,0.009631319555,vi,N
com.intuit.turbotax.mobile,TurboTax: File Your Tax Return,0.01586406137,vi,N
com.keyboardandlauncher.launcher.samsung.galaxy.a3,Launcher Themes for Galaxy A3,0.006529592132,vi,N
com.kilofasting,DoFasting - Fasting Tracker,0.01626545612,vi,N
com.kolodeev.programmerskeyboard,Programmers keyboard,0.3449594466,vi,N
com.kriv.android.weather,FOX 26 Houston: Weather,0.189962023,vi,N
com.liberman.quebuena,Que Buena L.A.,0.2765992379,vi,N
com.lionsgate.pantaya,Pantaya - Streaming Movies and Series in Spanish,0.05219792274,vi,N
com.pinkfroot.planefinderfree,Plane Finder Lite,0.007110360485,vi,N
com.planosynergy.wgi.base_camp,HuntSmart: The Trail Cam App to Bag Bigger Bucks,0.3016434971,vi,N
com.qgiv.givi,Givi,0.2003255526,vi,N
com.qr.dscanner.barcode,QR Code & Barcode Scanner,0.3024275044,vi,N
com.rapidvpn.freefast,Rapid VPN: Private ＆ Secure,0.1671492366,vi,N
com.redmed.a1calc,HbA1c Calc,0.3924191075,vi,N
com.rmtheis.hab,Red Tide,0.08915330133,vi,N
com.TheGravity.MagicCubeVariantsCollection,Magic Cube Variants,0.3665361751,vi,N
com.tzh.wifi.wificam.activity,WiFi_CAM,0.3695912112,vi,N
com.wegner.horizonpedia,Horizonpedia (unofficial ACNH Guide App),0.09577163356,vi,N
com.wshiswduytg.PianoGame,Magic Piano Tiles 3 :Vs Online,0.1245846298,vi,N
com.xample.airnavigation,Air Navigation Pro,0.2164472463,vi,N
de.apptiv.business.android.aldi_us,ALDI USA,0.2462900659,vi,N
es.orest.rubik.collection,Cube Collection,0.2081587525,vi,N
eu.sisik.hackendebug,Bugjaeger Mobile ADB - USB OTG,0.03881029569,vi,N
free.vpn.unblock.proxy.lamavpn,Llama VPN: Unlimited VPN,0.1701718192,vi,N
io.github.nfdz.cryptool,Cryptool,0.356341545,vi,N
net.studionamehere.acradio,Animal Radio,0.161994432,vi,N
org.clevelandfed.mp.pub.dms,DMS Debt Pay,0.2257047796,vi,N
org.pbskids.danieltigerforparents,Daniel Tiger for Parents,0.1735187649,vi,N
stesch.visualplayer,AudioVision Music Player,0.09489710013,vi,N
stickers.wastickers,Stickers - Best Stickers For WhatsApp WAStickerApp,0.1531360135,vi,N
ua.lge.catalogue,LG Catalogue,0.1001641064,vi,N
com.enthusiasticcoder.adsbflightmonitor,ADSB Flight Tracker,0.3676413162,zh,N
battle.royalechapter2wallhd4k.com,Battle Royale  Chapter 2 Season 5 : Item Wallpaper,0.2512719477,zh,N
com.wakeup.somatik,Somatik Fit,0.3273770023,zh,N
net.motekulo.twotrack,Twotrack免费录音机,0.3477925698,zh,N
com.luckycode.playpoolwithemely,8 Ball & Trickshots,0.2289112596,zh,N
com.sitesculptors.HunterTracker,Hunter Tracker - With Deer Activity Indicators!,0.2524408261,zh,N
gorapp.hondacbr1000rr.wallpaper,本田 CBR1000RR 壁纸,0.1047041067,zh,N
web.dassem.websiteanalyzer,HTML Website Inspector - View & Edit Website HTML,0.162629619,zh,N
com.lantern.michaeladams.openingtreechess,OpeningTree - Chess Openings,0.02968372594,zh,N
com.owdenstudiobcg.brawlhallacomboguide,Brawlhalla Combo Guide,0.2113168613,zh,N
com.developmentnow.xcite,Xcite Online Shopping App | اكسايت للتسوق اونلاين,0.07761204953,zh,N
cn.futu.trader,富途牛牛 - 一站式金融投資交易平台 全球股票即時報價 專業財經新聞分析,0.3376586499,zh,N
com.danfoss.koolapp,冷媒尺 Refrigerant Slider,0.1695821151,zh,N
raj.rak.phone.control.prank,Control Others Phone and Hack For Fun (Prank App),0.3103485649,zh,N
com.sortitapps.movies,Movie Manager Collector 4K Blu-ray DVD UPC Library,0.06955339193,zh,N
com.trigonesoft.rsm,Remote System Monitor,0.1778721038,zh,N
com.seirifat.pnscanner,PNScanner - Phone number scanner (camera/gallery),0.2830070906,zh,N
playclassic.arcadeplay.theking97,97 Arcade Emulator,0.2307386725,zh,N
com.md.bdtunnel,Bd VPN,0.3386243896,zh,N
com.nineyi.shop.s000815,iQueen愛女人購物網,0.3928778818,zh,N
com.freeappscompany.huawei.y9s.theme.launcher.android.hd.wallpaper,Theme for Huawei Y9 s | launcher for Huawei y9 s,0.04848780272,zh,N
com.golden1.mobilebanking,Golden 1 Mobile,0.2097807934,zh,N
com.tencent.portfolio,腾讯自选股,0.1926533848,zh,N
com.wxx.tingshubao,听书宝-戏曲相声评书,0.3553988544,zh,N
com.PDquila.HiddenSettings,Hidden Settings - Access Hidden Features,0.0004735144029,zh,N
com.timex.FamilyConnect,TIMEX FamilyConnect™,0.3331936195,zh,Y
us.pinguo.selfie,最美自拍,0.04058179631,zh,N
thanhletranngoc.calculator.pro,NT 计算器 - 广泛的计算器 Pro,0.3883447926,zh,N
com.devtech.hiddencamera.hiddencameraobjectdetector,Hidden Spy Camera Detector app,0.000740461982,zh,N
com.cmcc.migutv,Migu TV - 免费的影视剧、综艺、音乐和体育,0.0318999851,zh,N
