appID,title,manual_label,capabilities
ga.speedometer.speedmeter.maps.navigation.routefinder.gps.livenavigation.gpsnavigation,GPS Map Direction and Travelling Location Navigate,N,
com.mapfactor.navigator.huawei,MapFactor Navigator: GPS Navigation Maps - Navigate & Explore,N,
com.jamitools.ip2location,IP Address Location,N,
com.huawei.mw,HUAWEI Mobile WiFi 2,N,
com.microsoft.office.officehub,Office Mobile for Office 365,N,
nl.tkf.smartace,ACE+KEY,N,
games.SandBalls.newspro,Ball And Key,N,
com.xfawealth.eBrokerKey,eBroker Key,N,
com.smtmasterkey,D Key,N,
com.landwell.cloudkeyboxmanagement,Smart key cabinet,N,
com.huawei.key,Key Car Rental,N,
de.dirkfarin.imagemeterpro,ImageMeter Pro-key,N,
com.pragmaproducts.workmanager,On Key Work Manager,N,
hr.asseco.android.intesa.isbd.alex,ALEXBANK O-Key,N,
com.hendrickdevs.scapes,Pull Secret Key,N,
com.onlinenepal.computershortcutkey,Shortcut key for cmputer,N,
rs.abstract.fitpass,FitPass - the key to any sport,N,
com.mfo.sharewifi,Get WiFi Password - WiFi Master Key,N,
com.moses.apkthrough,Apk one-click backup,N,
com.appytools.How_to_see_the_wifi_key.wifi,How to see the wifi key saved in my phone,N,
app.bookey,Bookey: Audio Books Key Insight Daily Free Read,N,
big.lloso.carkey,Car Key Sound,N,
led.android.jimmykey,Jimmy Key,N,
com.app.merchantskey,"[""Merchant's Key""]",N,
air.com.fernus.vectorvideo.key,KEY Video Solution,N,
com.fernus.modpro.key,Key Optical Reading,N,
sk.mildev84.agendareminder.unlockkey,Calendar Widget KEY (license),N,
com.jmomobile.facebookvideodownloader,Facebook Downloader,N,
facebookvideodownloaderapp.videodownloaderforfaceb,Facebook downloader,N,
reader.neil.com.ultimatevideodownloaderforfb,Facebook downloader,N,
fb.video.downloader.huawei,FastVid: Video Downloader for Facebook,N,
com.huawei.acceptance,CloudCampus APP,N,
com.w.appusage,Screen time,N,
com.applisto.app.cloner.huawei,App Cloner,N,
com.yunchuan.lock,APP lock,N,
com.anydesk.anydeskandroid,AnyDesk,N,
com.zywl.yyzh,Speech-to-text software,N,
pedometer.stepcounter.calorieburner.pedometerforwalking,Smart step tracking software,N,
com.coolgamapp.word4fun.huawei,Eliminate English,N,
menloseweight.loseweightappformen.weightlossformen,Men&#39;s weight loss fitness software,N,
app.quantum.supdate,Update Software Latest,N,
update.softwareupdate.softwareupgrade,Update Software Latest,N,
com.pedesx.jsjz,Accounting software,N,
com.fd.draw,Drawing software,N,
com.apodevv.addition.free,"Children of mathematics, addition and extraction",N,
koutu.aikoukou.pthotosxiuxiu,Cutout software,N,
com.huawei.hwsearch,Petal Search - Apps & More,N,
com.handytoolsapps.hiddencameradetector,Hidden Camera Detector,N,
com.find.out.hidden.objects.huawei,Find Out - Find Something & Hidden Objects,N,
com.liubowang.drawingboard,Drawing board,N,
com.igame.qwmmq1.huawei,My cat,N,
com.parallel.space.lite,Parallel Space Lite,N,
com.find.hidden.object.difference.clue,Find It - Find Out Hidden Object,N,
ru.allyteam.wellwrite,Wellwrite! Spelling test quiz how to write correct English words,N,
com.westerlydesigners.hiddenappsdetectorandfinderonphone,Hidden Apps Detector,N,
com.arata1972.uninstall.huawei,Manage uninstall,N,
com.g5e.bookspg.android.huawei,Sherlock: The Mystery of Hidden Objects and Match 3 Cases,N,
ru.allyteam.puzzle,"Crack Me! - Logical Puzzles, Lateral Thinking brain teasers",N,
com.app.hider.master.dual.app,Dual Apps,N,
com.nokiae12.CMTransfer,Share Apps apk Transfer,N,
com.apps.uninstaller.apps.remover,Apps Uninstaller: App Remover Delete Apps Easily,N,
fifty.gam.hidden.objects.pirate,Hidden Objects Pirate Treasure,N,
learn.all.anime.drawing,Learn to Draw Anime Step by Step,N,
com.hiddencamera.hiddencameradetec.huawei,Hidden Camera Detector,N,
com.lmzh.huawei,Demon Hunter: Awakening,N,
com.skysoft.kkbox.android,"KKBOX - Music and podcasts, anytime, anywhere!",N,
com.lizhi.piwan,Pong Pong-Voice Chat Dating Platform,N,
com.tencent.ibg.joox,JOOX Music - Live and Karaoke,N,
com.sina.weibo,Weibo,N,
com.quark.browser,Quark,N,
com.thecarousell.Carousell,"Carousell: Snap-Sell, Chat-Buy",N,
com.gameloft.android.HUAW.GloftA8HW.HUAWEI,Asphalt 8: Speed Rising Clouds-Super exciting real racing arcade game,N,
com.dts.freefireth.huawei,Garena Free Fire-I want to live,N,
com.bravolol.bravolang.englishchinesecdictionary,English-Chinese Dictionary,N,
com.heyyogame.gd.huawei,One official and one wife,N,
com.baidu.homework,Homework help,N,
com.lemon.lvoverseas,CapCut,N,
com.appmind.radios.hk,radio hong kong,N,
com.huawei.himovie.overseas,Huawei Video,N,
com.shipook.reader.mfxsdq,Listening book artifact,N,
com.foodgulu,THE GROUP,N,
com.begma.bhoppro,bhop pro,N,
com.funcrafting_craft_minicraft.battleground_craftingword_games,Fun Craft Pro,N,
com.run.pro,run pro,N,
com.youtube.videodownloaderpro,Youtube Downloader Pro,N,
luo.speedometergpspro.huawei,GPS Dashboard Pro,N,
coocent.app.photo.editor.effect,Photo Editor-Advanced Photo Editor,N,
luo.speedviewgpspro.huawei,GPS Speedometer Pro,N,
luo.digitaldashboardgps_pro.huawei,GPS Speedometer Pro,N,
com.hohemtech.hohempro,High Pros,N,
com.zywx.craftpro.huawei,Professional pixel construction,N,
com.theziali.galaxy.BOXING_STARS,Boxing Pro,N,
com.handytoolsapps.rootcheckerproapp,Root Checker Pro - Easy Root Checker App,N,
ru.andr7e.deviceinfohw,Device Info HW,N,
com.pearl.deviceinfo,Device information verified_user,N,
com.niroka.deviceinfo,Device Info,N,
com.hhh.gps.maps.huawei,GPS navigation map,N,
com.elex.cok.huawei,Clash of Kings : Newly Presented Knight System,N,
com.creativemind.number_system_translator,Number System Conversion,N,
com.tmall.wireless,Mobile Tmall,N,
hk.gov.ehealth.ehr,EHealth,N,
com.huawei.smarthome,The wisdom of life,N,
com.noxgroup.app.cleaner,"Nox Cleaner — Clean up junk, memory acceleration, smart photo management, application lock, virus detection, mobile phone cleaning",N,
com.coloros.backuprestore,Huantai mobile phone moving,N,
com.agedstudio.hw.card.solitaire.klondike,Solitaire,N,
com.gjzs.assist,Mobile butler assistant,N,
com.phoneclone.app,Cell Phone Butler and Clone,N,
com.cjtec.fmradio,FM mobile phone FM radio,N,
com.viterbi.wpsexcel,Excel table making mobile version,N,
com.qianniu.earth,Cell phone location,N,
com.kms.free,Kaspersky Mobile Antivirus: AppLock &amp; Web Security,N,
cn.lapian.company.bmap,Mobile Satellite Map,N,
com.ideack.ringtone,Ringtone assistant,N,
com.selfiecamera.camera,camera,N,
com.jeyluta.timestampcamerafree,Timestamp Camera Free,N,
net.sourceforge.opencamera,Open Camera,N,
tools.photo.hd.camera,HD camera,N,
com.huawei.cvIntl60,HUAWEI 360 Camera,N,
com.wzh.scantranslation,Photographing the Almighty King,N,
com.rupiapps.cameraconnectcast.huawei,Camera Connect & Control,N,
com.mobile.huawei.oldfacecamera,Old Age Face Camera,N,
com.cyberlink.photodirector,PhotoDirector Photo Editor App,N,
com.grymala.aruler,AR Ruler App – Tape Measure & Camera To Plan,N,
com.tony.usbcamera.molink,USB CAMERA,N,
hd.camera.filter,Professional HD Camera &amp; Beauty Camera,N,
com.taivon.sweet.camera.selfie00123456017,camera photography app,N,
com.kaikaisoft.pdfscannermamszazae,Camera scanner,N,
com.camera.galaxyx.s10,Apple Camera,N,
com.vialsoft.radarbot_free,Radarbot,N,
jp.naver.line.android,LINE: Free Calls & Messages,N,
com.tubemp3.musicchokeir,Youtube downloader free,N,
com.musicfreefreemp3music.downloadfreemusicmp3free,Free music,N,
com.sceneway.kankan.market3.huawei,Watch movies online for free,N,
com.braintrivia.music.musicdownloader,download music,N,
com.digitalchemy.calculator.freedecimal,Enhanced Calculator Free Edition,N,
com.mobilecinema.freemovies.huawei,Free movies,N,
com.download.free.videodownload,Private video downloader,N,
com.appgeneration.itunerfree,myTuner Free,N,
com.counter.youxi.huawei,Counter Anti-terrorist attack,N,
com.sgs.flying.torchhero.superhero.justice.squad,Grand Mafia Gangster Auto Theft 2021,N,
com.opera.browser,Opera web browser,N,
com.fast.vpn.unblocker.unlimited.free,vpn free,N,
com.huawei.fastapp,Fast Application Center,N,
com.htetznaing.fonttools,"zFont Tool - Font Color, Merger, Remover, Emoji ✅",N,
com.wing.glory.super.cleaner.phone.cleaner.speed.batterysaver,Virus Scanner and Virus Removal Program,N,
com.gmmit.photobr,Background remover,N,
kvs.seol.brf,Duplicate Media Remover,N,
com.photo.bckgrndrvr,Photo Background Remover,N,
com.handytoolsapps.duplicatefileremover,Duplicate File Remover - Duplicate Files Fixer & Remover,N,
com.kati.duplicatefileremover,Duplicate Files Remover,N,
com.loll.uninstallerr,Uninstaller - App Remover,N,
com.handytoolsapps.duplicatecontactsremover,Duplicate Contacts Remover,N,
com.xstore.xduplicateremover,120X Duplicate File Remover Pro,N,
fi.digia.suomi112,112 Finland,N,
com.example.check_androidupdates,"check android update ,software update",N,
com.huawei.maps.app,Petal map,N,
com.nwfb,CitybusNWFB,N,
com.openrice.android,OpenRice,N,
hko.MyObservatory_v1_0,My Observatory,N,
com.waiwai.nextbus,Next Bus (Hong Kong),N,
zombie.survival.craft.z.huawei,End of Earth: Survival,N,
com.edkongames.mobs.huawei,Modern Ops-Online Shooter FPS,N,
com.halo.wifikey.wifilocating,"WiFi Master - Free , Secure Connect Wi-Fi",N,
com.gspace.android,Gspace,N,
com.addcn.android.hk591new,591 Housing Transaction (Hong Kong),N,
com.racing.on,Baba Boss,N,
com.befun.worldstreetview,3D World Street View Map,N,
com.tranzmate,Moovit,N,
qrscanner.qrcodereader.qr.scan.barcodescanner,QR code,N,
com.zhongan.ibank,FOR Bank,N,
app.zenly.locator,"Zenly: Your exclusive map, your friends",N,
com.midland.mrinfo,Midland Bamboo Plate,N,
hk.kalmn.m6.activity.hkversion,Hong Kong Mark Six (Mark 6)-Live Draw (Live!) Mark Six,N,
com.pccw.myhkt,My HKT,N,
com.outfit7.mytalkingtom2.global.huawei,My Talking Tom 2,N,
com.outfit7.mytalkingangela2.global.huawei,My Angela 2,N,
com.outfit7.mytalkingtomfree.global.huawei,My Talking Tom,N,
jp.gr.java_conf.siranet.idphoto,ID photo application,N,
com.domobile.applockwatcher,App lock,N,
com.madmadgroup.godtaxi,God Taxi 85 - Get a taxi in HK,N,
com.outfit7.mytalkingangelafree.global.huawei,My Talking Angela,N,
com.translatorapptranslating.translatorappl,Translator app,N,
com.huawei.phoneservice,My huawei,N,
com.excaliburplus.protaxi,85-cut passenger version,N,
com.hongkongairport.app.myflight,My HKG (Official App),N,
free.game.video.box.fun,Dual application,N,
com.flytaxi.hktaxi,85 Flying Taxi-Hong Kong Call Taxi App (HK),N,
xyz.ai123.myp2c,My cartoon anime avatar,N,
com.wdxssj.huawei,My pixel world,N,
jp.gr.java_conf.siranet.backgroundedit,ID photo background editing application,N,
com.nooman.pc.applocking,Application lock,N,
com.readdle.spark,"Spark Mail-Gmail, QQ, Outlook mail application",N,
com.taobao.taobao,Taobao,N,
com.fiistudio.fiinote,Handwriting,N,
com.denachina.g23002013.huawei,SLAM DUNK,N,
org.readera,"ReadEra-pdf, epub, word e-book reader",N,
com.douban.book.reader,Douban Reading,N,
com.jb.gokeyboard.theme.tmehandwritingkeyboard,Handwriting keyboard,N,
miao.total.control,Mobile assistant elves,N,
com.ubs.swidKXJ.android,UBS Mobile Banking,N,
com.singxie.shoujitoupin,Mobile TV projection,N,
com.ehelper.ucp,Mobile phone remote control+,N,
com.syhw.ysczg.huawei,Song of Clouds on the City,N,
com.carxtech.carxdr2.huawei,CarX Drift Racing 2,N,
com.douban.frodo,Douban,N,
com.scores365,365Scores-real-time scores and sports news,N,
com.flexcil.flexcilnote,Flexcil notes and PDF,N,
com.sinyee.babybus.shopping,Baby supermarket,N,
com.qileyx.hwddz.huawei,Happy Fighting Landlords,N,
com.tensquaregames.letsfish2.huawei,Fishing Clash: 3D fishing sport game,N,
com.igame.njhl.chf.huawei,Crazy history of human gang fighting,N,
com.nekki.shadowfight2.huawei,Shadow Fight 2,N,
com.sixdynasties.hchess.huawei,National Chess,N,
com.sohooltd.sohoopoker.huawei,Texas Hold&#39;em-Sohoo,N,
com.sinyee.babybus.taxi,Baby Magical Car-Simulated Early Education for Children&#39;s Kindergarten,N,
fantasy.survival.game.rpg.huawei,Grim Soul: Dark Fantasy Survival Game,N,
com.zq.kxdz.huawei,Air raid,N,
com.sg.caringsouls.huawei,Open Heart Surgery New Game-Offline Doctor Game 2021,N,
com.animal.ses,Real animal sounds,N,
com.igame.tzy.eebs.huawei,Bus simulator,N,
com.gameloft.android.huaw.gloftlehw.huawei,LEGO® Chronicles: Minifigures,N,
com.kamagames.slotist.huawei,Vegas Slot Machines and Chess: Slottist,N,
com.UCMobile.intl,"UC Browser- Free & Fast Video Downloader, News App",N,
greenleaf.free.vpn.proxy.vpnunion,Luye VPN-Permanently free VPN master who can always connect to make the best VPN High-speed and second-link stable updates,N,
com.yly.cheliangjiashikaoshi.huawei,Vehicle driving test,N,
apps.elleuch.radio.hongkong,"Radio Hong Kong, free music app",N,
com.videos.downloader.freevideodownloader.huawei,Free video downloader app-HD video download,N,
com.meetapp.free.singles,Love Chat  - Dating App,N,
com.yly.chanchervdm.huawei,Real vehicle driving master,N,
com.mixvibes.crossdjfree,Cross DJ Free,N,
com.vehicle.free.car.game,Vehicle-Free Car Game,N,
com.omcc.planesimulator.cartransporter.usarmy.cargodrive.huawei,Army Vehicle Cargo Transport,N,
com.outfit7.mytalkingtomfriends.global.huawei,Talking Tom Story-Your friends are here!,N,
com.imbb.oversea.android,"Partying-Online party, meet new friends",N,
com.zhanyou.hitboyfriend,Crazy boyfriend,N,
com.wenh.hiokln,My Miga Town,N,
com.CYANstudio.SubwayEndless,Subway parkour endless,N,
com.lezhi.mythcall,Beigua Internet Phone,N,
com.yunlian.wewe,Pico phone,N,
com.appscorner.callrecordemamista,Phone recorder,N,
com.chope.gui,Draft beer,N,
com.huawei.CloudLink,Huawei Cloud Conference,N,
com.mobisystems.office,OfficeSuite,N,
com.biketracker.hms.huawei,Bike Tracker-Bike Computer,N,
com.plan.kot32.tomatotime,Ban ËåÑ ToDo,N,
com.wotransfer.pandaremit,Panda Express,N,
com.realtimeforecast.weathermamista,weather,N,
com.videodownloader.whatsappapp,Whatsapp Downoader 2021,N,
com.gb.whatsappstatus.status2020,Whatsapp Status 2020,N,
com.animates.wastickerspps,WhatsApp Messenger animated stickers,N,
com.templatevillajmomobilehwawi.workout,WhatsApp Status Saver - Downloader for Whatsapp,N,
com.app.niroka.WAStickerApps,WhatsApp Stickers,N,
com.whatsappstory.savestory,WhatsApp Messenger stickers animated,N,
com.whatstalajmo.downloadervideo,WhatsApp Status Saver - Downloader for Whatsapp,N,
fg.stickersforwhatsapp,FG Stickers para whatsapp,N,
com.business.whatsapp,Whatsapp Business status,N,
com.coolgamapp.blockpaint,Block Paint Race - One Tap Block Puzzle Hyper Causal Brain Games,N,
com.huawei.app.whatswebpro,whatsapp tools,N,
com.whatsappstatus.androidapp,Whatsapp Downloader,N,
com.royalecodeinc.royalestickers,Royale Stickers Colombia - Stickers para WhatsApp,N,
com.whatsappstatus.pro,Whatsapp Status Pro,N,
com.tencent.mm,WeChat,N,
com.tencent.qqmusiclite,QQ music concise version,N,
fun.tooling.clicker.cn,Click assistant,N,
com.sync_class.app,Sync Class Pro,N,
com.hema.xiguabj,Switch Assistant Wizard,N,
help.clone.phone,Mobile moving assistant,N,
com.ldcchina.tbkt.hk,Synchronized classroom,N,
com.douwan.czsq,Makeup Checker,N,
com.tencent.mp,Subscription account assistant,N,
fifty.gam.snappy.spy,Snappy Spy,N,
org.cocos2d.killthat.huawei,Spy Master,N,
com.BossBunny.Spy39.huawei,Spy 39,N,
com.launcher.theme.t211798969,Spy Theme,N,
com.theziali.galaxy.stealth_hunter,Stealth Spy Hunter,N,
com.theziali.galaxy,Mr Spy The Agent,N,
com.hyygame.funspyrush.huawei,Fun Spy Rush,N,
com.spyshoot.huawei,Mr spy shoot,N,
com.pineconesoft.petrolspy,Petrol Spy Australia,N,
com.xfungame.mrbullet,Mr.Shot - Spy boy,N,
com.icbc.mobile.abroadbank,ICBC,N,
com.ccb.InternationalMobileBanking,China Construction Bank (Hong Kong and Macau),N,
com.tutotoons.app.smolsiesmycutepethouse.free.huawei,Smolsies-My Cute Pet House,N,
com.craftgames.plntcrft.huawei,My Planet: Create a mini world cube survival building game online,N,
yqtrack.app,17TRACK,N,
com.nsgsweb3o.truck.simulator.vietnam,Mountain Train,N,
com.tophl.game.track.racer,Track Racer,N,
com.hk01.news_app,Hong Kong 01-News and life services,N,
com.playrix.homescapes.huawei,Homescapes,N,
hk.org.ha.hago,HA Go,N,
com.mt.mtxx.mtxx,Meitu Xiuxiu,N,
networld.price.app,Price Hong Kong Grid Price Network,N,
com.playrix.fishdomdd.huawei,Fishdom,N,
com.duokaiqifree.virtual,Open more apps,N,
com.ursagame.kidslearnenglish1,Children&#39;s English,N,
com.ursa_games.englishforkid,English for kids-kids games,N,
com.sinyee.babybus.dentist,Baby Little Dentist-Children&#39;s Doctor,N,
com.sinyee.babybus.icecream,Ice Cream Factory-Early Childhood Education,N,
com.sinyee.babybus.food,Chinese delicacy,N,
com.bible.kids,Children&#39;s Bible,N,
com.sinyee.babybus.foodstreetII,Wonderful and delicious diary,N,
com.sinyee.babybus.diner,Baby breakfast cart,N,
com.sinyee.babybus.dining,Baby Loves to Eat-Early Childhood Education,N,
com.supersimpleapps.sudoku,Sudoku,N,
ru.yandex.translate,Yandex.Translate – offline translator & dictionary,N,
it.nikodroid.offline,OffLine Browser,N,
com.everydaycalculation.casiocalculatorz,Calculator,N,
net.newandromo.dev780215.app1531295,calculator app,N,
apps10000app201eng.com,Birth calculator app download,N,
com.calculator.calculatorapp.huawei,Calculator App,N,
com.outfit7.talkingtom.global.huawei,Talking Tom Cat,N,
com.outfit7.talkingtom2free.global.huawei,Talking Tom Cat 2,N,
com.unicostudio.braintest2new.huawei,Brain Test 2: Tricky Stories,N,
com.hyygame.tomrun.huawei,Tom Run,N,
com.lnm.tmcwd.huawei,Tom Pet Shop,N,
com.callof.duty.roblox.spiders.huawei,The rope hero: Amazing spider champion 3D,N,
com.playme.school.kidscheating.game.huawei,High School Liar Boy: New Cheating Game in 2020,N,
com.outfit7.talkingnewsfree.global.huawei,Talking news,N,
com.slhy.fujinren,People nearby,N,
com.talkinggamestal.talkingparrot,Parrot talking,N,
com.game.Simulator.Kitty.Craft,Cat Simulator Kitty Craft Pro Edition,N,
com.goldrunwall.jmodevsszkzan,Talking Tom Wallpapers 4K,N,
com.funkids.flying.santa.gift.delivery.christmas.rush,Flying Santa Gift Delivery: Christmas Rush 2020,N,
com.callof.duty.roblox.ropehero.huawei,Rope Shadow Hero - Amazing Stickman Spider Fight,N,
com.caliberdev.TomUSWallpapersHD,Tom US Wallpapers HD,N,
com.imbastar.c5game,C5GAME,N,
com.Tom.minecraft.mastercraft_talkingtom.world,Tom & Family - Simulator game Craft,N,
com.hungama.movies,Hungama Play: Movies & Videos,N,
cn.tiantian.lock,App lock,N,
free.vpn.unblock.proxy.rarevpn,Free VPN over the wall artifact &amp; the best secure unlimited VPN – RareVPN,N,
com.microsoft.office.officehubrow,Microsoft Office：Word、Excel、PowerPoint 等,N,
com.huawei.hwid,HMS Core,N,
com.tinder,Tinder,N,
com.camerasideas.instashot,InShot video editing,N,
com.tencent.wework,Enterprise WeChat,N,
com.myeverythingstudio.PenguinStickers,Penguin Stickers- WhatsApp Stickers,N,
com.geniuapp.stickermaker,MyStickerMaker - Sticker Maker For Whatsapp,N,
azur.games.stackball.huawei,Stack Ball-sweeping across multiple platforms,N,
com.jg.abcforkids,Alphabet games for kids: spelling and tracking,N,
com.pptutor_lite,PPtutor in Chinese,N,
com.jingyao.easybike,Hello travel,N,
com.newageapps.room.hiddenobject,Escape Hidden Objects Mystery Room,N,
hiddenobject.hidden.object,Hidden Object Games 500 Levels : Mystery Secret,N,
com.educationalgames.christmashiddenobjects,Christmas Hidden Objejcts,N,
com.HiddenObjecGames.app,Hidden Object Games,N,
com.yourcompany.snowychristmas,Find hidden objects,N,
com.twise.hmtamz,"Hide my text: Hidden secret SMS, a brand new super magical Chinese application",N,
com.freegamesforgirls.mansionmystery,Mansion Mystery - Hidden Object,N,
enchantedcastle.hidden.object.games,Castle Adventure Mystery Hidden Objects,N,
com.casualpuzzlefungames.krishanhiddenobject.janmashtami,Lord Radha Krishna Hidden Object Janmashtami Game,N,
com.hichip,CamHi,N,
com.redfinger.app,Red finger,N,
io.xudwoftencentmm,Virtual positioning wizard,N,
com.mobile.myeye,XMEye,N,
com.hexin.plat.android,Flush mobile stock trading software,N,
com.mcu.iVMS,iVMS-4500,N,
com.earthmap.satellite.streetview.huawei,"GPS map, navigation, direction &amp; route finder",N,
com.qm.voice.gpsnavigation.drivingdirection.huawei,Voice GPS Driving Direction-Voice Navigation Map,N,
com.fa.streetview.nearby.huawei,Street view map,N,
com.tomtom.navapp.huawei,TomTom GO Navigation - GPS Maps & Traffic Alerts,N,
com.offline.maps.navigate.driving,Offline map: use GPS map driver,N,
com.xth.maps.offline.huawei,GPS offline map,N,
app.organicmaps,Organic Maps,N,
com.fa.voice.gpsdriving.routfinder.huawei,GPS driving direction &amp; GPS navigation map,N,
ir.balad,Balad- Navigation and Maps,N,
com.offline.world.earth.maps.huawei,Offline world map HD,N,
com.gpsnavigationmaps.routefinder,MAPS & GPS Navigation - Driving Directions,N,
com.huawei.modern.mods,Minecraft mod and map,N,
com.jami.tool.google.settings,Google Settings Shortcut,N,
com.streetview.liveearthview.mapsnavigation.gpsfinder.maps,Gps maps and Navigation,N,
com.tareqmaruf.weather,Live Weather,N,
the.cctvchinalive,THE CCTV CHINA LIVE,N,
com.showself.ui,Show live,N,
com.mh.wallpaper,Dynamic Theme Wallpapers,N,
speedtracking.odometer.speedometer,"Speedometer GPS HUD, speed tracking app",N,
com.Live.Find.Phone.Location.GPS.Route.Finder.Street.View.Satellite.Maps.Real.Time.Earth,Maps GPS Navigation-Route Direction-Live Location,N,
com.luckylive.tv,Lucky Live-Live Video Streaming App,N,
com.gameloft.android.HUAW.GloftWPHW.HUAWEI,War Planet Online: The best real-time simulation strategy MMO game,N,
com.hyygame.realbikerace.huawei,Real Bike Race,N,
com.gta.real.gangster.crime.huawei,Real Gangster Crime,N,
com.njby.rrds.huawei,Real driving simulator,N,
com.wea.climate.clock.widget,Weather forecast,N,
com.ccsk.bingrenrwfs.huawei,Real war front sim,N,
com.fun.games.commando.black.shadow.huawei,Real Commando Secret Mission - Free Shooting Games,N,
com.timeclam.timeclam,TIME|CLAM - Digital time tracking,N,
net.handytoolsapp.popcornmoviestrailersdownload,Popcorn Time,N,
mobi.infolife.ezweather.widget.rainy,Real-time weather forecasts,N,
com.zeptolab.ctrtt.ifree.sdk.huawei,Cut The Rope Time Travel,N,
br.com.rodrigokolb.realdrum,Real Drum,N,
com.lunarproject.realworldoftocalife,Real World of Toca Life,N,
com.finazzi.distquake,Earthquake Network - Real time alerts,N,
com.tvb.iNews,Wireless News,N,
com.iqiyi.i18n,"iQIYI (爱奇艺) video-TV series, movies, variety shows, animation",N,
com.bochk.app.aos,BOCHK Bank of China Hong Kong,N,
com.tvb.mytvsuper,myTV SUPER,N,
com.orangesgame.fun.huawei,National Hospital-Simulated Business Game,N,
com.mobleisure.chinesedragon.appgallery,"China&#39;s hit TV series, mainland drama",N,
com.aastocks.dzh,Asdaq,N,
com.huawei.support.mobile,Tech Support,N,
com.browser2345,2345 mobile browser,N,
com.wxhelper,Group message,N,
com.ibuapps.youtubehdvideodownloader,YouTube Video Downloader,N,
com.yeaminapps.photoeditor,Photo Director Photo Editor : Edit And Create Stories,N,
com.ibuapps.photocollage,Photo Collage Maker - Photo Editor & Photo Collage,N,
com.kimcy929.repost,Rulem Posts - Repost for Instagram,N,
com.quotes.captionsforinstagram,Captions for Instagram Quotes for Instagram,N,
com.appytools.HashTags,HashTags for Instagram,N,
com.rayquotesapp.instagramstatus,Instagram Latest Status 2020,N,
com.intype.app,Intype - Instagram Report,N,
com.recax.mjclub,Hong Kong Mahjong Club,N,
com.newpower.game2048,2048,N,
cc.quanben.novel,Full free novel reader,N,
com.chaozh.iReader.dj.speed,Dejian Free Novel Speed Edition,N,
com.usmart.stock,uSMART-Smart Investment Platform,N,
com.newskyer.draw,Enjoy taking notes,N,
mega.privacy.android.app.huawei,MEGA,N,
com.aiahk.idirect,AIA Connect / Friend Connect,N,
com.wejoy.weplay,WePlay-online board game bar,N,
com.babycloud.hanju,Korean Drama TV,N,
com.jideos.jnotes.overseas.hw,Yunji,N,
com.viber.voip,"Viber Messenger - Messages, Group Chats, Voice & Video Calls",N,
org.telegram.plus,More Messenger,N,
com.statusquotes.telegramplus,Telegram Messenger Latest Status,N,
com.cosmo.videocall.messengerapp,"Messenger: Free Call, Lite Messaging, Video Chat",N,
com.jb.gosms.pctheme.newmessengerversion2017,New Messenger Version 2021,N,
com.icq.mobile.client,ICQ New: Smart messenger,N,
com.mailtime.android,Short letter mailbox,N,
com.infraware.office.link.huawei,Polaris Office,N,
com.airflights.skyradartrafficmomop,Flight tracker,N,
com.hp.printercontrol,HP Smart,N,
com.wingsoft.fakecall,Virtual phone SMS,N,
com.jb.gosms.pctheme.blacknewsmstheme,Black New SMS Theme,N,
com.llwx.popit.huawei,Simple Dimple! Pop It!,N,
ru.arybin.calculator,Simple calculator,N,
mn.mllc.ashid,Simple,N,
com.rizwan.simplepdfreader2018,Simple PDF Reader 2020,N,
pl.gadugadu,GG Messenger - Lightweight & Simple,N,
musicplayer.audioplayer.equalizer.mpplayertrgf,Musi Simple Music Streaming Player,N,
com.umbapps.wordpress.SimpleFuelCalc,Simple Fuel Calculator,N,
uk.co.mxdata.hongkongmetro,Hong Kong Metro - MTR map and route planner,N,
com.mychina.maitexi,Matt Hi Travel,N,
air.My.room.Girls.Games.A4encH,My room-girl game,N,
mytown.wedding.huawei,My Town: Wedding-Wedding Day,N,
com.huawei.deveco.assistant,Application debugging assistant,N,
com.njmk.xs.huawei,My pixel world,N,
com.elex.twdsaw.huawei,The Walking Dead: Survivors,N,
walking.workout.weightloss,Walking for weight loss app,N,
com.callof.duty.roblox.soccer.huawei,Soccer champions: football dream cup 3D,N,
com.cosmicmobile.app.walking_cat.huawei,Funny cat walking,N,
com.intsig.camscanner,Scan Almighty King,N,
com.playmini.miniworld.huawei,Mini World: Block Art,N,
com.asw.moneyback,MoneyBack,N,
com.huawei.ohos.inputmethod,Celia Keyboard,N,
mobisocial.arcade,"Omlet Arcade-The best platform for players to live, the largest community for game making friends, and a professional live screen recording tool",N,
live.ablo,Ablo-Make friends all over the world,N,
com.find.your.phone.app,Lost phone finder-find my lost device,N,
com.cosmicmobile.app.talking_baby_cat.huawei,Talking baby cat.,N,
com.phonedata.manager,Phone Data Recovery Manager,N,
com.huanqiu.news,Global TIME,N,
com.pccw.nowplayer,Now Player,N,
com.huawei.hwread.dz,"Huawei Reading—Fantasy, Sweet Pet, Thriller, Campus Multi-category, Multilingual Chinese, English, Spanish, French",N,
com.unionpay,Cloud QuickPass,N,
com.hktve.viutv,ViuTV,N,
com.shkp.shkmalls,Sun Hung Kai Properties Mall,N,
com.kdanmobile.android.pdfreader.google.pad,PDF Reader,N,
com.netease.mobimail,NetEase mailbox,N,
com.apowersoft.mirror,Aosoft Screencast,N,
com.rivergame.topwar.huawei,Top War: Battle Game,N,
com.survival.last.huawei,Dawn of Zombies: Survival (Dawn of Zombies: Survival),N,
